,N,Q_1 [lb/h],proportion_%
/record_804,1383,12,0.8676789587852495
/record_805,2846,22,0.7730147575544624
/record_806,4602,10,0.21729682746631898
/record_807,1145,18,1.572052401746725
/record_808,1091,101,9.25756186984418
/record_809,1564,33,2.1099744245524295
/record_81,2515,13,0.5168986083499005
/record_811,2711,1,0.03688675765400221
/record_812,3526,23,0.6522972206466251
/record_813,1326,2,0.1508295625942685
/record_814,545,0,0.0
/record_815,1069,0,0.0
/record_816,1134,0,0.0
/record_817,1958,2,0.10214504596527069
/record_818,2214,38,1.7163504968383017
/record_819,2663,2,0.07510326699211416
/record_82,1381,3,0.2172338884866039
/record_820,2510,7,0.27888446215139445
/record_821,1273,5,0.3927729772191673
/record_822,1277,2,0.15661707126076743
/record_823,1652,5,0.3026634382566586
/record_824,2525,0,0.0
/record_825,1955,7,0.35805626598465473
/record_826,1509,25,1.656726308813784
/record_827,3059,14,0.4576659038901602
/record_828,3157,0,0.0
/record_829,1911,27,1.4128728414442702
/record_83,684,58,8.47953216374269
/record_830,1792,64,3.571428571428571
/record_831,1983,8,0.4034291477559254
/record_832,1423,2,0.14054813773717498
/record_833,1865,35,1.876675603217158
/record_834,1835,1,0.05449591280653951
/record_835,2662,19,0.7137490608564989
/record_836,2246,20,0.8904719501335707
/record_837,3052,18,0.5897771952817824
/record_838,3265,0,0.0
/record_839,829,14,1.6887816646562124
/record_84,1041,4,0.38424591738712777
/record_840,927,0,0.0
/record_841,1107,4,0.36133694670280037
/record_842,1278,8,0.6259780907668232
/record_843,800,13,1.625
/record_844,1572,2,0.1272264631043257
/record_845,1772,55,3.1038374717832955
/record_846,2107,12,0.5695301376364499
/record_847,3645,11,0.30178326474622774
/record_848,3602,11,0.3053858967240422
/record_849,1966,42,2.136317395727365
/record_85,1004,0,0.0
/record_850,1682,40,2.3781212841854935
/record_851,2393,43,1.7969076473046384
/record_852,2154,61,2.8319405756731664
/record_853,1401,13,0.9279086366880799
/record_854,1691,88,5.2040212891780016
/record_855,2856,25,0.8753501400560224
/record_856,3229,72,2.2297925054196344
/record_857,2673,10,0.3741114852225963
/record_858,2986,46,1.5405224380442064
/record_859,2846,23,0.8081517919887562
/record_86,1918,0,0.0
/record_860,2523,11,0.43598890210067376
/record_861,3886,14,0.3602676273803397
/record_862,3685,20,0.5427408412483039
/record_863,3819,5,0.13092432573972246
/record_864,4274,70,1.6378100140383716
/record_865,2405,6,0.2494802494802495
/record_866,3319,8,0.24103645676408555
/record_867,2956,22,0.7442489851150204
/record_868,2871,24,0.8359456635318705
/record_869,3459,24,0.6938421509106678
/record_87,1770,1,0.05649717514124294
/record_870,3012,36,1.1952191235059761
/record_871,4326,109,2.519648636153491
/record_872,4451,25,0.5616715344866322
/record_873,3414,0,0.0
/record_874,4107,0,0.0
/record_875,2841,2,0.0703977472720873
/record_876,2306,19,0.823937554206418
/record_877,2850,7,0.2456140350877193
/record_878,2339,5,0.21376656690893547
/record_879,1520,6,0.39473684210526316
/record_88,869,0,0.0
/record_880,1964,28,1.4256619144602851
/record_881,2016,12,0.5952380952380952
/record_882,1679,73,4.3478260869565215
/record_883,1266,19,1.5007898894154819
/record_884,1137,21,1.8469656992084433
/record_885,2624,27,1.0289634146341464
/record_886,1840,1,0.05434782608695652
/record_887,1885,13,0.6896551724137931
/record_888,1692,32,1.8912529550827424
/record_889,1467,15,1.0224948875255624
/record_89,1013,0,0.0
/record_890,1362,0,0.0
/record_891,980,11,1.1224489795918366
/record_892,2133,0,0.0
/record_893,2856,24,0.8403361344537815
/record_894,2442,0,0.0
/record_895,2621,78,2.975963372758489
/record_896,2321,1,0.043084877208099955
/record_897,1570,0,0.0
/record_898,2136,3,0.1404494382022472
/record_899,1200,22,1.8333333333333333
/record_90,2441,2,0.0819336337566571
/record_900,1093,3,0.2744739249771272
/record_901,2560,4,0.15625
/record_902,5230,0,0.0
/record_904,3182,30,0.9428032683846637
/record_905,2721,63,2.3153252480705624
/record_906,2125,0,0.0
/record_907,847,16,1.8890200708382525
/record_908,2927,6,0.20498804236419543
/record_91,3475,7,0.2014388489208633
/record_910,1203,32,2.660016625103907
/record_911,2953,23,0.7788689468337284
/record_912,3357,2,0.05957700327673518
/record_913,1621,43,2.652683528685996
/record_914,2290,45,1.9650655021834063
/record_915,1238,39,3.150242326332795
/record_916,1114,7,0.6283662477558348
/record_917,3132,22,0.70242656449553
/record_918,3793,8,0.21091484313208544
/record_919,2945,131,4.448217317487266
/record_92,1313,0,0.0
/record_920,3220,2,0.062111801242236024
/record_921,749,36,4.806408544726302
/record_922,1229,23,1.8714401952807163
/record_923,1234,6,0.48622366288492713
/record_924,1110,54,4.864864864864865
/record_925,1428,23,1.610644257703081
/record_926,731,7,0.957592339261286
/record_927,1319,0,0.0
/record_929,853,15,1.7584994138335288
/record_93,1392,0,0.0
/record_930,1164,19,1.632302405498282
/record_931,2826,12,0.42462845010615713
/record_932,3598,2,0.055586436909394105
/record_933,2102,8,0.3805899143672693
/record_934,2161,26,1.203146691346599
/record_935,3431,16,0.4663363450888954
/record_936,3215,49,1.5241057542768273
/record_937,2468,5,0.2025931928687196
/record_938,3109,8,0.2573174654229656
/record_939,1824,18,0.9868421052631579
/record_94,1319,0,0.0
/record_940,4226,0,0.0
/record_941,2987,0,0.0
/record_942,3026,17,0.5617977528089888
/record_943,1091,7,0.6416131989000917
/record_944,6403,3,0.046853037638606904
/record_945,2698,5,0.18532246108228317
/record_946,3620,1,0.027624309392265196
/record_947,796,7,0.8793969849246231
/record_948,2292,70,3.054101221640489
/record_949,791,13,1.643489254108723
/record_95,1212,1,0.08250825082508251
/record_950,1808,50,2.765486725663717
/record_951,2963,31,1.0462369220384746
/record_952,2318,0,0.0
/record_953,2361,47,1.9906819144430326
/record_954,1879,0,0.0
/record_955,1865,2,0.10723860589812334
/record_956,1647,0,0.0
/record_957,1752,3,0.17123287671232876
/record_958,2408,0,0.0
/record_959,2805,42,1.4973262032085561
/record_96,2496,0,0.0
/record_960,625,0,0.0
/record_961,694,9,1.2968299711815563
/record_963,2562,29,1.1319281811085091
/record_964,2947,20,0.6786562606040041
/record_965,2636,68,2.579666160849772
/record_966,3318,13,0.39180229053646776
/record_967,2667,2,0.07499062617172854
/record_968,3021,37,1.2247600132406489
/record_969,3868,17,0.43950361944157185
/record_97,2941,0,0.0
/record_970,4463,3,0.06721935917544253
/record_971,1756,8,0.45558086560364464
/record_972,1371,1,0.07293946024799416
/record_973,1286,31,2.410575427682737
/record_974,969,29,2.9927760577915374
/record_975,2297,2,0.087070091423596
/record_976,2032,53,2.608267716535433
/record_977,3020,2,0.06622516556291391
/record_978,3087,19,0.6154842889536767
/record_979,3435,16,0.46579330422125187
/record_98,2101,7,0.333174678724417
/record_980,910,0,0.0
/record_981,3749,1,0.026673779674579887
/record_982,3772,5,0.1325556733828208
/record_983,1911,3,0.15698587127158556
/record_984,1729,6,0.3470213996529786
/record_985,2402,1,0.041631973355537054
/record_986,2405,1,0.04158004158004158
/record_987,2565,51,1.9883040935672516
/record_988,2578,51,1.978277734678045
/record_989,3152,3,0.0951776649746193
/record_99,2352,1,0.04251700680272109
/record_990,3743,0,0.0
/record_991,614,9,1.4657980456026058
/record_993,2562,29,1.1319281811085091
/record_994,3050,20,0.6557377049180327
/record_995,2660,2,0.07518796992481204
/record_996,3034,37,1.2195121951219512
/record_997,2645,9,0.3402646502835539
/record_998,2859,12,0.4197271773347324
/record_999,1632,0,0.0
