vol,N1_moy,ALT_moy,TAT_moy,M_moy,Q_moy
760,106.87932132356616,20854.806585136626,-18.423166235879822,0.4636777148999999,9297.457317594834
761,104.05159385368945,18755.64333745702,-15.463348858526224,0.4230226572744755,8803.537240445481
762,106.85751422074757,19978.41644590781,-12.890873751230702,0.4298789932,9167.719604468417
763,108.4554761144629,23899.485265258234,-17.05379965160808,0.48717543905357147,8842.208262777707
764,108.55714229458115,25977.469191315995,-18.8847107106721,0.5119069710090128,8475.018358685267
765,99.52180012395253,18592.14630172877,-13.05753771431801,0.44834013193649297,7901.994624796785
766,107.92606323167671,24086.16116645041,-15.090241817521884,0.4832414517070707,8704.22173121945
767,104.8297164880919,20120.71823439117,-12.983403260327377,0.45446638987691534,8762.173704269033
768,103.1373830610733,17746.16978933983,-14.944122906457581,0.4070349181624549,8782.439183672395
769,107.31177595019417,21411.206230169468,-11.710401084131249,0.44918292119625003,8997.18524825128
770,108.135322027807,23506.794792990124,-15.80201254650588,0.4841612190750001,8867.984080098071
771,109.0744717415872,25154.901079306444,-21.967005926524337,0.46670004882743366,8516.473998055455
772,104.76463939955555,21064.91869128031,-11.470574586503625,0.4629218788950512,8491.01153119776
773,107.9001898825043,19951.193267287697,-12.168978773298603,0.4275051763894536,9371.3295069046
774,106.09330595163576,20887.92391740175,-10.153010009741864,0.46523659822189356,8872.305783841806
775,107.77454772444322,21002.220277092158,-14.624760444481005,0.46584192015754194,9363.754696577118
776,105.91703309019891,19210.176580514577,-9.375335056506199,0.4483256312072019,9200.37763668917
777,106.71098319297332,15934.497984771366,-2.7020453110946594,0.4361464578349514,10281.447325007417
778,107.41042402577658,20358.33355335955,-12.296863603878945,0.43524142900000007,9184.775421621342
779,107.75129055010423,21221.29723396079,-21.309549623116038,0.4315749038660377,9174.434356101947
780,105.96935560268633,22189.0669255296,-18.666079059708743,0.47311032069548126,8661.936679342154
781,108.6287093349402,24121.85570317421,-14.772760187381198,0.4922141292319925,8876.831315575806
782,104.94684393818552,20748.3499319634,-18.947469497925,0.4725919802967034,8907.265450740122
783,105.44716046781357,14150.405897890487,-12.088747896502293,0.39714240796513767,10469.318781951572
784,105.07847491786016,18363.304494150474,-20.969082075744044,0.4069082228630952,9244.178820889883
785,102.05148329038201,17988.69216576209,-20.231869730778797,0.42849234092278476,8874.89972664161
786,104.04854281555006,21879.785871106975,-18.515748954120163,0.47683723365745856,8403.039018840413
787,107.01937327089621,21750.34074548478,-16.169656045914063,0.4781311551421875,9190.957268598933
788,104.55538588440297,21938.800469655893,-18.496864633927597,0.47609225736175587,8500.78973791518
789,103.10989772372474,17840.13435749381,-12.33468866068675,0.4376052830414395,8914.314902910317
790,107.22563058927007,21851.95643961046,-17.91257180707627,0.47629503304608056,9212.277007834024
791,104.04636930424581,18870.484539752888,-17.863617287811202,0.4163917616085451,8793.420050974217
792,102.40721357890821,18721.570373773717,-13.239399386379398,0.43626510645119193,8622.792927971315
793,104.83902256658554,19206.88251891179,-16.347871720464244,0.43816894033869175,9057.18756931271
794,106.28817293732492,19972.480120899934,-15.99060068864128,0.4357014287284884,9126.922301477907
795,104.41453124244772,18481.67214962119,-14.345188497500617,0.41956639370210136,8985.571631716202
796,105.51683223247053,19738.65542840071,-14.450505152355584,0.4282198282256984,8926.055642512109
797,107.15629677656315,21905.786956582215,-18.974277826436417,0.45820961708120533,8960.763066989639
798,108.0167380990011,24947.346185609615,-17.26161580258915,0.5028266740436409,8616.008804364696
